0.05	0.00111742	1.5708	-3.1419	-0.000737634	8.46348e-05	0.0011825	0.00111747	1.5708	-3.1419	-0.000737667	8.46386e-05	0.00118256	0	0	0	0	0	0	0.018692	-0.00257492	-0.0212669	-0.0343323	0.0268936	0.0401497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Done
0.1	0.00111707	1.5708	-3.1419	-0.000737407	8.46088e-05	0.00118214	0.0011549	1.57062	-3.14269	-0.00143099	0.00130844	0.00150704	0	0	0	0	0	0	-0.000476837	-0.00219345	-0.0102043	0.00882148	0.0175953	-0.0154495	0	0	0	0	0	0	0	0	0	0	0	0	-0.000140933	0.000291348	-0.00811243	0.010999	-0.000927001	-1.10236e-10	0	0	0	0	0	0	Done
0.15	0.00111617	1.5708	-3.1419	-0.000736813	8.45406e-05	0.00118119	0.00113773	1.57057	-3.14302	-0.00111127	0.00192356	0.000971794	0	0	0	0	0	0	-0.000238419	-0.000286103	-0.00343323	0.00476838	0.00805856	-0.00820161	0	0	0	0	0	0	0.0133805	-0.0226943	-0.0370089	-0.0354028	0.0427856	0.0274869	2.20285e-06	0.000216484	-0.00551081	0.0165032	-0.000619248	-1.65759e-10	0	0	0	0	0	0	Done
0.2	0.00111448	1.5708	-3.14189	-0.000735694	8.44122e-05	0.00117939	0.0011282	1.57056	-3.1431	-0.000938892	0.00216126	0.000661612	0	0	0	0	0	0	-0.000143051	9.53675e-05	-9.53675e-05	0.00257492	0.00219345	-0.00467301	0	0	0	0	0	0	-0.0100735	0.00692544	-0.00350639	0.00694687	0.0122234	-0.0144084	3.02955e-05	0.000125647	-0.00333405	0.0192535	-0.000359312	-1.93504e-10	0	0	0	0	0	0	Done
0.25	0.00111178	1.5708	-3.14189	-0.000733914	8.4208e-05	0.00117654	0.00112319	1.57057	-3.14307	-0.000845909	0.00219822	0.000494719	0	0	0	0	0	0	-9.53675e-05	0.000190735	0.00123978	0.00138283	-0.000476838	-0.00243187	0	0	0	0	0	0	-0.0330721	0.0373326	0.0358563	0.0453622	-0.0300169	-0.0488401	2.94059e-05	7.62939e-06	-0.00184453	0.0206268	-0.000184372	-2.07375e-10	0	0	0	0	0	0	Done
0.3	0.0011079	1.5708	-3.14189	-0.000731353	8.39141e-05	0.00117243	0.00112057	1.57059	-3.143	-0.000795841	0.00214171	0.000405073	0	0	0	0	0	0	-4.76838e-05	0.00038147	0.00152588	0.000715256	-0.0017643	-0.00133515	0	0	0	0	0	0	0.00644559	-0.00329584	-0.000864737	0.00277517	0.00119394	-0.00419273	2.82569e-05	-2.59876e-05	-0.000995398	0.0213122	-8.77827e-05	-2.14307e-10	0	0	0	0	0	0	Done
0.35	0.00110268	1.5708	-3.14189	-0.000727907	8.35188e-05	0.00116691	0.00111914	1.57061	-3.14292	-0.000769138	0.00203252	0.000356436	0	0	0	0	0	0	0	0.00038147	0.00171662	0.00038147	-0.00257492	-0.000715256	0	0	0	0	0	0	0.0412942	-0.0409346	-0.0381903	-0.0392078	0.0366985	0.0388946	2.7473e-05	-3.60012e-05	-0.000516653	0.0216555	-3.63588e-05	-2.17785e-10	0	0	0	0	0	0	Done
0.4	0.00109599	1.5708	-3.14189	-0.000723492	8.30122e-05	0.00115983	0.00111842	1.57063	-3.14284	-0.000754595	0.00189233	0.000329733	0	0	0	0	0	0	0	0.00038147	0.00171662	0.000238419	-0.00305176	-0.00038147	0	0	0	0	0	0	-0.000905324	0.000549171	0.00241508	-0.000169789	-0.00382153	0.000210852	1.37327e-05	-3.83854e-05	-0.000254869	0.0218272	-1.11461e-05	-2.19527e-10	0	0	0	0	0	0	Done
0.45	0.00108773	1.5708	-3.14189	-0.000718036	8.23862e-05	0.00115109	0.00111794	1.57064	-3.14275	-0.000746965	0.00173736	0.000316381	0	0	0	0	0	0	0	0.000286103	0.00162125	9.53675e-05	-0.00314713	-0.000190735	0	0	0	0	0	0	-0.0410644	0.0409121	0.0421033	0.039798	-0.0432873	-0.0398344	6.72002e-06	-5.6982e-05	-0.000121355	0.0219129	-5.96046e-07	-2.20401e-10	0	0	0	0	0	0	Done
0.5	0.0010778	1.5708	-3.14189	-0.000711484	8.16344e-05	0.00114058	0.00111771	1.57066	-3.14267	-0.000743151	0.0015769	0.000309229	0	0	0	0	0	0	0	0.00038147	0.00152588	4.76838e-05	-0.0032425	-9.53675e-05	0	0	0	0	0	0	-0.000499702	0.000725889	0.00177645	9.99713e-05	-0.00306356	-0.000215255	3.35995e-06	-3.55244e-05	-6.31809e-05	0.0219557	1.93715e-06	-2.2084e-10	0	0	0	0	0	0	Done
